feature,importance
3223,0.0008274594022207474
4177,0.000826515830958936
189,0.0008247814320908601
2820,0.0008218801445675882
2036,0.00082137597461399
2674,0.0008204865206487366
1534,0.0008178209055611653
1985,0.0008076958082105018
3356,0.0008075379348964338
269,0.0008065910642936158
3941,0.0008061094441871838
1845,0.0008032122493097599
3214,0.0008019571965121944
3452,0.000801915657251525
3275,0.0007965258939463913
1064,0.0007884649064353486
1843,0.0007875414599459006
9,0.000786848896511272
2710,0.0007854822797034996
2642,0.0007849166179700072
4631,0.0007824724770699886
3858,0.0007801028950635031
1526,0.0007745515261944086
185,0.0007720120304399175
353,0.0007716853145084057
1962,0.0007553234653451252
4429,0.0007512862581443966
3111,0.0007471397499733576
4481,0.0007412710173605689
2520,0.0007407603081413354
4904,0.0007403451051122274
427,0.0007382323398218893
1021,0.0007325880223891299
734,0.0007319174355168304
2447,0.0007292360777362868
2954,0.0007275170624487132
3609,0.0007267929517703937
4110,0.0007264030130578416
4964,0.0007262028127627039
262,0.0007229036318004364
454,0.0007225826070165525
2445,0.0007209187996635225
4736,0.0007208153687306779
15,0.0007151972918197025
4305,0.0007138084510145741
1330,0.0007125153492416028
3945,0.0007113086878923807
2769,0.0007099019608856268
228,0.0007070920037345188
1872,0.0007066099446015428
2117,0.0007051124068198369
4913,0.0007044363985436751
4408,0.0007024702552413802
3469,0.0006979021260017364
2900,0.0006972592841351995
4495,0.0006935803875516557
286,0.0006922268096661999
2512,0.000688586752714242
3733,0.0006852909653287777
422,0.000683290743100833
2064,0.0006816419154971649
4005,0.0006814597210410189
1899,0.0006813850564844205
441,0.0006809215044225829
4641,0.0006789554863917542
2617,0.0006775974349947485
4955,0.0006719695502772334
3285,0.0006687534397101852
2161,0.0006667460133615503
2092,0.0006613010212818554
275,0.0006584276858920116
392,0.0006578919906227695
2949,0.0006574728587923724
395,0.0006571306979048012
311,0.0006508451568636318
2129,0.0006495954641192242
389,0.0006472488390641827
3,0.0006471654826535142
3754,0.0006465616801719558
3841,0.0006461394910929325
715,0.0006436497201047462
4548,0.0006424867539042356
2444,0.0006419597626585835
2371,0.0006413342541070754
4804,0.0006411802766922177
3224,0.0006411689214080266
3537,0.0006359245404341262
263,0.0006356766560430434
2427,0.0006353686126788593
3728,0.0006334727271036537
3514,0.0006328789034991924
4477,0.0006323920200360844
2169,0.0006306742855292313
5,0.000629302795771801
2421,0.0006287572131521686
2464,0.0006279482499863509
2892,0.0006252937205948433
1385,0.0006231190757991772
4468,0.0006210280272178946
567,0.0006190998611587162
475,0.0006187640724163684
3930,0.0006167656914651237
606,0.0006158198601599891
757,0.0006157806397735752
387,0.0006138235678579149
4556,0.0006136373075350964
4466,0.0006134732825672078
1766,0.0006130813537093968
2233,0.0006127823764893567
3331,0.0006107424943861299
2691,0.0006095158452729221
423,0.0006060642151414991
2138,0.0006053466197889264
1940,0.0006040309294645453
2015,0.000603239984690888
4102,0.0006026152692226683
787,0.0006020070538517208
2698,0.0006014563311720941
2475,0.0006007077674428608
229,0.0005993175707478953
271,0.0005986095048988679
2441,0.0005920848053212124
4049,0.0005912365762803977
3422,0.0005866417837895716
3528,0.0005851947899034426
1821,0.0005849192641592503
251,0.0005819582835509893
3607,0.000581910765935309
2183,0.0005810192131189678
4783,0.0005809828537655132
4626,0.0005805214557793287
1488,0.0005771675255284291
3039,0.0005754345721449564
290,0.0005700077031731088
2232,0.0005696011427333243
2387,0.0005679650271465821
4403,0.000567735660030546
2071,0.0005676742109526022
1363,0.0005671042079749476
2542,0.0005661849151711167
3104,0.0005649525282769758
467,0.0005631670808863925
335,0.0005627908792821425
3512,0.000562109919395435
4502,0.0005618732120563569
2484,0.0005596760570517257
3170,0.0005592070504151889
390,0.0005587434299611897
957,0.0005568978605866032
4798,0.0005564238702517307
2548,0.0005562082320043644
4818,0.0005559787900914292
3573,0.0005521029768976301
2724,0.0005484415739353378
4549,0.000548287066889952
173,0.000547697527372779
384,0.0005444129859078204
1833,0.0005436951159692098
3248,0.000542664601815777
4074,0.0005413013654909693
1772,0.000540792316934918
4485,0.0005405825978450335
2023,0.0005404547215204898
3026,0.000540032906737859
4312,0.0005387439318285057
302,0.000538187796119503
4592,0.0005359337569904129
3939,0.0005332592692090953
4946,0.0005327660103714441
57,0.0005317856192231462
3673,0.0005313563364010684
4070,0.0005309189292206233
2164,0.0005305557152671406
3570,0.0005287161102709467
435,0.0005268742244401447
897,0.0005248472214930524
2855,0.0005206605633818694
4083,0.0005196360774711049
3042,0.0005173882673025038
4323,0.0005163801976268687
3927,0.0005150803955530432
400,0.000513765031495741
4848,0.0005115032213253924
2393,0.000511314199631824
3955,0.000510766820363666
3078,0.0005098080462850412
459,0.0005097030585619297
4686,0.0005088625705674766
4471,0.0005085774570891726
227,0.000507605128358038
458,0.0005072236344027225
4801,0.0005072020160991884
2172,0.0005054763442046187
1573,0.0005042603673001997
4765,0.0005019232070845045
74,0.0005017224668983895
2947,0.0005007207576002908
3372,0.0005004865323205536
1521,0.000499624559071691
2107,0.0004994888677072544
2195,0.0004994459932351518
2728,0.0004983809358335685
2711,0.0004977137110641891
3777,0.000494080850001765
4986,0.0004939366744546292
2357,0.0004933772466188309
3297,0.000492678599532362
3227,0.0004915978699771092
3626,0.0004905111946798106
3914,0.0004903970474231269
4375,0.0004896577692314962
1649,0.0004895027644409215
1355,0.0004891413342581202
4160,0.0004885260642054526
803,0.0004883852461210966
4368,0.0004881664336126029
580,0.0004880708935661475
4484,0.00048776002309355404
4571,0.0004863743855030285
3229,0.00048513123261457027
4828,0.0004836025592087595
3164,0.0004835856652866902
2681,0.0004818136247891741
1512,0.00048010911197147115
4933,0.00047972851129718304
6,0.00047948918075515335
167,0.00047894987680989417
2515,0.0004787322847462735
4077,0.0004785557014737784
414,0.0004778571724184626
4341,0.00047756040022591066
100,0.00047749424304870065
1713,0.000476842664854789
793,0.00047547391718566
2549,0.0004753552880744727
3468,0.00047519277394771515
4737,0.0004750697206354127
272,0.0004748384565236202
2941,0.00047419386189214715
853,0.0004734228514989736
2141,0.0004732660604999278
2861,0.0004727561618370514
4934,0.00047061890748722237
284,0.0004693244406045232
496,0.0004687488719420628
4545,0.0004684104955158356
2927,0.00046562826558753064
399,0.0004645929014065317
2128,0.00046423691209661057
797,0.00046351492159222115
2919,0.00046283021804510786
644,0.00046260010005914345
1536,0.0004583751845483601
297,0.00045759831902164914
637,0.0004574909204887337
3286,0.00045723362529985614
2359,0.00045699831575605034
4832,0.00045652491965254144
4321,0.00045610191957917
202,0.0004555432698488541
4273,0.00045511855674559897
4050,0.0004550639061082096
4191,0.0004540568205464765
3897,0.0004538167351332092
4044,0.00045114691349990477
2139,0.0004509790431708162
111,0.0004483862774285047
3620,0.0004465738455430785
3590,0.0004464106387968943
373,0.00044554100415648666
3635,0.0004453684905684798
127,0.000444397699551607
3114,0.0004438102514490723
3589,0.0004418063850120095
3444,0.0004417056473356678
3842,0.0004415344125989533
4389,0.00044126639741743094
2645,0.00043901738153599956
4621,0.0004385233257594493
888,0.0004377709618144341
3494,0.0004374899552530855
3296,0.0004347756914492492
4537,0.0004339849136870884
4228,0.0004336809883295306
3588,0.0004331304028098103
91,0.0004328391019514028
1108,0.00043270681022648165
1882,0.00043247366034648567
1329,0.000432459325099517
3253,0.0004317851563227398
287,0.00043087158598322504
4093,0.00042766065581554267
3028,0.0004275866046988361
3299,0.00042708005444921205
2446,0.00042570453427989577
1651,0.0004253334464572192
4791,0.0004247480208698712
4839,0.00042416811111825636
2727,0.00042415457172787315
410,0.0004235562520388969
3071,0.00042328846294249
2020,0.00042195973926203745
1949,0.00042187650079844645
2660,0.00042108207451169757
3742,0.0004208309971500393
1339,0.00041951369962616705
1585,0.00041948343786972557
3818,0.0004161851612430881
4799,0.00041573849551195316
3599,0.00041548114474857347
925,0.0004151527417953494
4617,0.00041366362343618916
2965,0.0004133398782842708
2913,0.00041315699556158383
3901,0.0004127588122977395
4939,0.0004124248824229275
321,0.000412116165088355
4519,0.0004114177837987015
2835,0.0004090890614014686
1825,0.0004085088123931444
1184,0.0004085005059007706
4532,0.0004078047916216597
442,0.00040778351597422526
4871,0.00040776492172811497
1059,0.00040632667916443355
3784,0.0004063072659295468
2412,0.00040542260018867226
1637,0.00040429836388456114
2430,0.0004040308346960318
461,0.00040325988971311134
2970,0.00040312893431487915
2862,0.0004027335768882541
278,0.00040271007098447635
4514,0.0004020773145951672
2678,0.00040179392849654273
2614,0.0004014319647605324
1873,0.00040099055014065243
131,0.00040073224130000905
1803,0.00039974703478914763
3504,0.00039687991672535214
3601,0.00039544250733474157
947,0.00039487872508777014
1792,0.00039160364065683886
3719,0.0003905528366320437
2377,0.00038901086289968494
4029,0.0003880251665130808
4612,0.0003879096742424122
1494,0.0003863619091377782
4564,0.0003863230017242436
2257,0.00038589084503309613
1453,0.00038586357354636927
187,0.0003856139461237241
1076,0.0003848626034755855
4553,0.000384244949810829
1984,0.00038390402853010435
4661,0.00038329223923451396
4611,0.0003826182489024208
649,0.0003825512693176711
2028,0.0003823825960888531
4679,0.000381209134402439
2665,0.0003806362989114483
1896,0.00038013388680809153
4038,0.0003796790007881036
506,0.00037881700006443233
2331,0.0003787604076802445
3124,0.0003785126889803679
47,0.0003780604445249834
3040,0.0003777716777821318
2907,0.000377178758308748
2106,0.00037685589736788773
4816,0.00037616126336397827
1103,0.00037499543902730104
1413,0.000374142364255692
3241,0.0003735280113714834
4451,0.00037346853652031094
407,0.0003733236408185807
1999,0.0003732324348982173
1048,0.00037231548796893486
140,0.000372095861501716
4922,0.0003712015101626474
2944,0.0003711949675717415
1168,0.00037023154941475886
1586,0.00036922170064951603
4335,0.00036874178398635604
2755,0.0003676365678559895
4282,0.00036695658162331086
283,0.00036680045852330827
4976,0.0003648164804150971
1199,0.00036466879142929223
2170,0.000364658639081533
1811,0.00036427594923771274
4326,0.00036406660270495964
4923,0.00036363192795862005
1558,0.0003636262561480867
2100,0.0003622103128493665
1967,0.0003617115905415187
1884,0.0003614849454167666
4012,0.0003609934415365499
3803,0.0003603649061053645
4781,0.00036013080877332545
4977,0.00035909723381411814
2912,0.0003583544529256427
2543,0.00035819956313298595
3757,0.00035818426165194544
1031,0.00035683673317101915
3677,0.00035587931281892894
3628,0.0003550928729742664
136,0.0003547116019732471
2365,0.0003538978306991379
473,0.00035369695487190634
421,0.00035211352048246364
4963,0.0003510555241735398
4782,0.0003507555473455271
2140,0.00035042053294511994
2013,0.00035035643896172647
239,0.0003503513529720366
4232,0.0003484527284681431
3245,0.00034784794338293685
2507,0.000346907948631351
582,0.00034686420065764285
609,0.0003453840589882341
2134,0.0003451876263447093
4902,0.0003434244260893545
1918,0.0003425522430699775
1542,0.00034248377926593036
252,0.0003422184840726002
1228,0.00034184077437197
2968,0.0003413406781755126
2078,0.0003413262842302987
4284,0.00034101470514817656
3678,0.00034075053379497596
4950,0.0003395104187155423
4019,0.0003389323290316416
2510,0.0003388237367986839
1679,0.00033858064037120154
2402,0.000337918923203281
2713,0.00033787943733529853
628,0.00033778249881712087
2680,0.00033760151491424995
495,0.00033737939459291597
1914,0.00033723433443282025
3401,0.00033676196526515945
4822,0.00033603684000969283
1797,0.000334837098128685
716,0.0003342251260682879
61,0.00033419975568466266
4354,0.0003341420595466631
583,0.00033407020579560224
2471,0.0003329969720397765
3388,0.0003321887624804568
418,0.0003311461192074999
2382,0.00033108229924957966
2599,0.0003307563951652237
571,0.00033022975102841993
1491,0.00032949188121572437
3056,0.00032927519937854413
2400,0.0003291547046610187
385,0.0003287369555924509
2625,0.0003286381960912781
3067,0.00032791510949142956
4397,0.00032776402759617635
1158,0.00032769156354755884
3793,0.00032749778793411753
769,0.00032695088961360723
876,0.00032688358213295055
529,0.00032657348204923276
4433,0.00032511240358075054
2186,0.0003249952804751617
4520,0.0003243292223236859
2745,0.00032425510211174784
1998,0.00032409929075442455
331,0.0003227675277101509
2928,0.000320751552110273
1733,0.0003204124406072906
838,0.0003204005771884303
1482,0.0003200994930528699
3255,0.00031862479216986854
33,0.0003184844618161782
4266,0.0003183685445235491
3498,0.00031801265937124104
3485,0.00031616156751438355
4552,0.00031611363633900354
3580,0.0003158233226021636
2857,0.00031525099690441643
4958,0.00031500134778039967
3508,0.00031499622831771066
2033,0.00031489732523149323
306,0.0003148341412307648
1450,0.00031483258807196533
3794,0.00031462109771556666
2816,0.0003145137903811817
4710,0.00031447090668940467
2474,0.00031394615931101507
3613,0.0003134531449275628
2957,0.000313416920617582
2938,0.00031303693529778555
1717,0.0003127298857651228
1013,0.0003121826616143425
36,0.00031203049345707704
1995,0.0003119638468882427
29,0.0003114804938384675
3630,0.00031065503841191055
3965,0.0003102342545205498
2073,0.00030874446826159243
1193,0.0003081548689126026
1807,0.0003078261409019012
4342,0.00030636017414158287
4634,0.00030610914601586855
1042,0.00030604725777243067
2668,0.0003055021987461523
4072,0.0003054576196071924
4688,0.0003048037595509954
4572,0.00030454545878240826
2375,0.0003034972798283555
4186,0.0003034820660995754
4808,0.00030319998118963386
4866,0.0003027952153975854
3548,0.00030274513510379424
4144,0.0003027194047387449
3991,0.00030266052861024906
3166,0.0003026236690004313
3710,0.0003023794119894475
2535,0.0003022341393884661
1874,0.0003015681445992629
4577,0.0003015299620609811
1691,0.0003003262814421176
1114,0.00029996457905121545
261,0.00029907012726537876
259,0.0002989360978447623
4689,0.0002980820208033948
3206,0.0002962057943984114
596,0.0002956694669583474
3997,0.00029559427232491993
816,0.0002947317903536576
3611,0.00029437717803963926
3551,0.00029421701155534137
2782,0.00029375406769639994
203,0.0002934522082802005
181,0.0002929061671023326
404,0.00029255387023858473
3936,0.0002917369886122789
4055,0.000291548082470159
3530,0.0002910110433016422
4062,0.0002906778225877126
3821,0.00029065030727542417
1819,0.00029028773076730975
1237,0.0002894420122987401
3940,0.0002894171330471997
3347,0.0002893388517261294
2234,0.00028919228390248287
788,0.00028908749570007977
2667,0.00028896275851034305
4175,0.00028866417081149445
1405,0.0002878836096653352
4547,0.00028757506446385877
391,0.00028754942667099726
4490,0.00028678040232679096
983,0.00028637230687906504
3403,0.00028584815861520295
1698,0.0002857703885247077
2171,0.0002854525571931763
4173,0.0002849874511100919
4701,0.00028482141213873773
218,0.0002846770106006293
1722,0.00028445141112798194
3488,0.0002843142560416273
2629,0.00028421769863800554
4014,0.0002842077607598419
2621,0.00028403170296994
1275,0.00028401967747034387
4337,0.0002838875718564346
2971,0.0002838232129953815
1424,0.0002837618713758892
4568,0.00028368278608508044
3932,0.00028308893822690846
4390,0.0002825083140977178
1978,0.0002819176311779031
315,0.0002814147349626795
4394,0.00028054255164859524
666,0.000279959697356033
1656,0.0002793434473513504
3923,0.00027903565742582213
4499,0.00027879416323865427
1417,0.00027870786053325533
42,0.0002783220296466113
1025,0.0002780944836669415
4985,0.0002779986492210845
2663,0.0002773074670689301
468,0.00027724947102692696
3693,0.00027717941400747187
415,0.0002769291570593501
2959,0.0002768690816480654
1004,0.0002768207959087127
3239,0.000276735927310996
4973,0.0002765358531925054
836,0.0002764709711814901
2018,0.0002761461336935709
1188,0.0002760839060925328
4404,0.00027602263825257943
1506,0.0002755853453157612
2801,0.00027518837469591155
3491,0.00027501498639365894
1810,0.00027490426460686086
2299,0.0002743915700622206
2889,0.0002742210572287858
2894,0.0002739573790618845
3698,0.00027394478015294765
1952,0.00027389710397655864
758,0.0002729568618611113
1351,0.0002726299251605838
255,0.00027239547853796065
4384,0.0002722049938891002
3043,0.00027149705938681805
465,0.0002711907305482067
4237,0.0002711175994705308
72,0.00027100764023854494
2815,0.0002704369493554677
361,0.00027033245084508146
825,0.0002697745954849669
3016,0.00026905105615769223
642,0.0002690481684064349
3840,0.0002688230985754362
536,0.0002686897041083872
4452,0.00026860221518353543
970,0.0002677276756806362
3640,0.0002676362683922544
225,0.0002669919753639945
3662,0.00026660640869790285
1712,0.0002665980773408019
1826,0.00026630976667205863
309,0.00026618619210097994
107,0.0002655369744609969
1032,0.0002647958056003212
3269,0.00026470319276728106
1246,0.00026419117207804874
4494,0.00026367737122263193
4603,0.0002633045721267451
3045,0.0002631690308024513
3612,0.0002623810013935529
2793,0.00026230916172089043
851,0.00026201047874440953
4901,0.00026144292629798755
2860,0.0002607464546714897
1319,0.0002605776146725099
4094,0.00026049644047818906
3795,0.000260270776901914
4654,0.00026020842269138553
4535,0.0002601944111168058
892,0.0002600673424856329
1881,0.0002600635127914127
1233,0.0002598673827616634
1859,0.0002597647657949257
1252,0.00025962456274007364
898,0.0002592430759586542
2481,0.0002585614345221285
293,0.0002570621982570225
288,0.00025681078444534175
4091,0.000256523127260736
4785,0.00025646763455695437
367,0.00025514235956766945
3759,0.0002549095392686471
3323,0.0002548765988867685
3527,0.00025446666221705605
1635,0.0002537754180156376
83,0.00025312159681689325
4884,0.0002526083585886844
744,0.000252541555923457
1827,0.0002510677116505459
1701,0.00025058778992179473
433,0.00025016803791563227
366,0.0002488501230518393
4587,0.00024856943972824375
522,0.00024767536894158967
396,0.0002475230217894216
1615,0.00024717669842895523
2988,0.0002469233423070002
1699,0.0002468566991233655
654,0.0002468377603740185
1304,0.0002468029928434306
2620,0.00024662288084692047
1272,0.00024637122982679714
4740,0.0002459726150913547
216,0.0002459370860158349
2504,0.00024554195486520297
4602,0.0002454548174142832
1344,0.000245354341748529
4598,0.00024490418395059103
2958,0.00024413215106897576
4279,0.00024395228585009267
1065,0.00024384123020382279
1527,0.0002435682126320382
114,0.00024313720003147287
4306,0.00024275615515746143
236,0.00024211889563686203
4794,0.0002420024378162774
4189,0.00024188448635405598
336,0.00024176042731396713
19,0.00024124708190480582
508,0.0002411436530009492
2704,0.0002410904936577692
2955,0.0002407301737604816
1900,0.00024063433223941376
3663,0.00024060711366287623
3898,0.0002396354039233166
684,0.00023962129255234533
3125,0.00023951053776824182
4778,0.0002392636035447495
4248,0.00023914909241847389
1154,0.00023912788349712908
2334,0.00023904993847139057
815,0.00023872840154989295
2586,0.00023868501285594643
398,0.00023780245031529865
562,0.00023773755734091538
1098,0.00023718375022737778
1328,0.00023714244460359716
326,0.00023690369415847254
667,0.00023643154161235954
2486,0.00023607428503834768
4096,0.00023538231481723474
300,0.00023534273757096365
1703,0.00023479388807030193
2530,0.0002341640402445274
4938,0.0002337556098987477
408,0.00023361652768379008
2410,0.00023284059911872067
1052,0.00023280521157836167
1758,0.00023207466240543075
4789,0.00023160171213018512
2112,0.00023145473051352277
1261,0.00023136974493223418
3288,0.0002309913304884997
4217,0.00023067216066951064
4395,0.00023017480993398968
3175,0.00023009636070784237
2588,0.00023008120736757012
3808,0.00022992371032458614
2511,0.0002296563623832299
725,0.00022950670162754202
577,0.00022945302422284442
2126,0.00022945230674701226
2521,0.00022917808822580917
2961,0.00022856157677540476
513,0.00022849545095486652
4646,0.00022828390478137325
4383,0.00022822915704966463
210,0.00022821963036571846
220,0.00022787440290252935
2086,0.0002272090342748447
2880,0.00022710436993637713
4256,0.00022703945520652713
2528,0.00022679292370507735
1229,0.00022669950776814946
2451,0.000226643531284632
2756,0.00022633899698775876
512,0.00022605102838637854
2841,0.00022596707600518344
2751,0.00022585721410193146
3219,0.00022570691857013236
4472,0.00022541670896796714
1216,0.000225216669693519
2048,0.00022516826488603754
455,0.00022511880415679926
4624,0.00022504334419586665
4303,0.00022479618439517058
3692,0.00022479277795653236
2800,0.00022452844658585948
4999,0.000224387395236938
3960,0.0002240359140411497
4311,0.0002238523117189936
1370,0.00022380384916946707
499,0.0002237018105364072
4416,0.00022340063713646098
4692,0.00022328755095772605
2417,0.00022321994713327866
2442,0.00022320792544403857
1847,0.00022318848505836278
1569,0.00022284166508588395
1376,0.00022279728108512854
3972,0.00022266106543724474
4594,0.00022253786237889074
4981,0.00022248659475287625
163,0.00022244580463921465
3735,0.00022219437561341162
2227,0.00022179651249060886
2864,0.00022178827798660934
3263,0.0002217131646401508
201,0.0002216891412046399
4446,0.0002212150881144009
1986,0.00022070050183477813
2572,0.00022056601090046668
341,0.00022044936071456003
1571,0.00022011470658017316
4897,0.00021989190819540476
4622,0.0002195977527247816
2037,0.0002191067922840509
3053,0.00021905435960786402
4172,0.0002186699647640082
1654,0.00021842880859196306
4488,0.0002183157702098906
1911,0.00021773436918711642
208,0.00021745502015988225
3457,0.00021707323943487376
2945,0.00021674343236397016
1086,0.0002165672714082329
93,0.0002164715469287875
1572,0.000216338861177315
1563,0.00021631111646161125
1626,0.0002161855426264706
1695,0.0002161514459663499
2935,0.00021607205833701384
2875,0.0002159248875093625
3557,0.00021590226202734656
37,0.0002158927953109892
1736,0.00021573492631652563
135,0.00021550497120835093
3592,0.00021456619462369256
1932,0.00021440399992785897
4056,0.0002143884754092105
3261,0.00021429277094073835
2659,0.00021429034979317404
2380,0.00021414307980399712
1120,0.00021380789315642964
4919,0.0002136357484307781
1263,0.00021323225194907737
4509,0.00021293122349708493
2670,0.00021266274588114593
4666,0.0002125451119733373
364,0.00021226734415882457
480,0.00021173723355192689
4236,0.00021157833824514047
742,0.00021135828982963282
1361,0.00021134188154836467
3505,0.000211320718157044
4648,0.0002113119292852399
4872,0.00021131094828918983
1412,0.00021120983328466787
4116,0.0002110637437201686
1463,0.00021061021494465617
3958,0.0002105767903199713
4991,0.00021049948947132462
2303,0.00021041128062915574
3571,0.00021021095219052454
